checkEnvironment;checkPhysical;ppd;checkEmotion;room;hour;minute;humidity;luminosity;temperature;pmv;emotion
0.0;0.0;0.55670798937489;0.0;-1.7831507593052784;-1.658306095744234;-1.4627251417696407;0.2773643336351422;-0.4697413799703056;-0.5264072272898545;-0.5355355260701371;0.0
0.0;1.0;-0.2408598539469293;0.0;-1.454202418658158;-1.658306095744234;-1.4627251417696407;-0.29038707711490513;-0.4739337933588205;-0.08268542511245908;-0.10774675944715206;0.0
0.0;0.0;0.5269793976924263;0.0;-1.2897282483345978;-1.658306095744234;-1.4627251417696407;-0.06955196652079183;-0.4715381285652488;-0.4914583730956224;-0.5214310326741438;0.0
0.0;1.0;-0.5134036753049496;0.0;-1.1252540780110374;-1.658306095744234;-1.4627251417696407;-0.1692814813480453;-0.4723418674849828;0.08954416624482776;0.08256336410666355;0.0
0.0;1.0;-0.03800758520744341;0.0;-0.9607799076874771;-1.658306095744234;-1.4627251417696407;-0.18067101100524363;-0.472688108624477;-0.2061711219979842;-0.22962504311194593;0.0
0.0;1.0;-0.21550584015822716;0.0;-0.796305737363917;-1.658306095744234;-1.4627251417696407;1.02444298823509;-0.4693472544717739;-0.18571757063253627;-0.12371586944660887;0.0
0.0;1.0;-0.33392509846532115;0.0;-0.6318315670403567;-1.658306095744234;-1.4627251417696407;-0.10168303741298367;-0.46998094644848204;-0.0381595842883367;-0.04694178603407883;0.0
0.0;0.0;0.5999614369490743;0.0;-0.46735739671679644;-1.658306095744234;-1.4627251417696407;0.2223758057501188;-0.46824941317176955;-0.5428167506497409;-0.5559013582451474;0.0
0.0;0.0;1.2374120664575954;0.0;-0.30288322639323617;-1.658306095744234;-1.4627251417696407;0.5525087497752259;-0.4711787788446713;-0.8349434308816721;-0.8417679298146263;0.0
0.0;0.0;0.029419205895555325;0.0;-0.13840905606967596;-1.658306095744234;-1.4627251417696407;-0.019809379476127605;-0.45572674093092896;-0.25258760023143334;-0.26756928646499056;0.0
0.0;1.0;-0.5683570128971909;0.0;0.026065114253884296;-1.658306095744234;-1.4627251417696407;-0.1712605437243702;-0.46816570191184564;0.13093842139528275;0.12646130942403216;0.0
0.0;1.0;-0.5413527887424948;0.0;0.19053928457744454;-1.658306095744234;-1.4627251417696407;-0.3285190897658159;-0.47207086617811495;0.12130845718470473;0.1045901063508272;0.0
0.0;0.0;0.06977370644139498;0.0;0.3550134549010048;-1.658306095744234;-1.4627251417696407;-1.2683814609336193;-0.4726161777226167;2.0985804849228256;2.1330688059726035;0.0
0.0;1.0;-0.5964269425326846;0.0;0.519487625224565;-1.658306095744234;-1.4627251417696407;-0.2619744787911709;-0.47155092982742874;0.15927315395426295;0.14986515282248544;0.0
0.0;1.0;-1.027454178229581;0.0;0.6839617955481253;-1.658306095744234;-1.4627251417696407;-0.7917230395914066;-0.47537119223535285;0.771631811309796;0.7569247271919053;0.0
0.0;1.0;-0.6883886040265961;0.0;0.8484359658716855;-1.658306095744234;-1.4627251417696407;-0.4621907648484679;-0.47313523842755667;0.2516157313157936;0.2322175106633016;0.0
0.0;0.0;0.5923600343767695;0.0;1.0129101361952457;-1.658306095744234;-1.4627251417696407;0.24474462579870246;-0.47525140899562096;-0.540594032110998;-0.5523351181195859;0.0
0.0;0.0;0.9075209355634307;0.0;1.177384306518806;-1.658306095744234;-1.4627251417696407;0.28713248385010876;-0.45608609064952815;-0.6804609189373138;-0.696411844163582;0.0
0.0;1.0;-0.8352899468942812;0.0;1.3418584768423663;-1.658306095744234;-1.4627251417696407;-0.538589443511081;-0.4786652313263034;0.406734326700482;0.39040417415292034;0.0
0.0;0.0;0.7123124893481918;0.0;1.5063326471659264;-1.658306095744234;-1.4627251417696407;0.09676356263981757;-0.4736995505784627;-0.5841879829011042;-0.608024486944659;0.0
0.0;0.0;3.6349984104398154;0.0;1.6708068174894868;-1.658306095744234;-1.4627251417696407;4.688008632665521;-0.44087761199178294;-3.5928701997913493;-3.5075237751341093;0.0
0.0;0.0;0.5738205052380992;0.0;-1.7831507593052784;-1.658306095744234;-0.877282762667139;0.28052492018459924;-0.47046007940828916;-0.5345548129302078;-0.5436143962728773;0.0
0.0;1.0;-0.22201188174292613;0.0;-1.454202418658158;-1.658306095744234;-0.877282762667139;-0.28910984419522767;-0.4745327095569151;-0.09422783810297748;-0.11964057278313919;0.0
0.0;0.0;0.5626198984076156;0.0;-1.2897282483345978;-1.658306095744234;-0.877282762667139;-0.07139041931514171;-0.4707928106295069;-0.5072266512894066;-0.5383297987507191;0.0
0.0;1.0;-0.4987010175985181;0.0;-1.1252540780110374;-1.658306095744234;-0.877282762667139;-0.16850953289527676;-0.47240655705259904;0.07858674153219924;0.0712083019110995;0.0
0.0;1.0;-0.02203455036805161;0.0;-0.9607799076874771;-1.658306095744234;-0.877282762667139;-0.17576363964954098;-0.4726326364879889;-0.2149586646462441;-0.2387149273354407;0.0
0.0;1.0;-0.20456474197758165;0.0;-0.796305737363917;-1.658306095744234;-0.877282762667139;1.0281015635743256;-0.46812829900823116;-0.19226330497044625;-0.13053503655380008;0.0
0.0;1.0;-0.32057919215084446;0.0;-0.6318315670403567;-1.658306095744234;-0.877282762667139;-0.10155206024056325;-0.470819429125915;-0.046521580077140086;-0.05588892960451652;0.0
0.0;0.0;0.6177692368525985;0.0;-0.46735739671679644;-1.658306095744234;-0.877282762667139;0.22372427766252126;-0.46770506489379454;-0.5503139588398536;-0.5642352136503315;0.0
0.0;0.0;1.2409231801261966;0.0;-0.30288322639323617;-1.658306095744234;-0.877282762667139;0.5499880522184212;-0.47057986264726753;-0.8364800369454012;-0.8432994548551612;0.0
0.0;0.0;0.023121453149511403;0.0;-0.13840905606967596;-1.658306095744234;-0.877282762667139;-0.018549661151865345;-0.4555929829798694;-0.2493158601886962;-0.2640713965619354;0.0
0.0;1.0;-0.55758013846468;0.0;0.026065114253884296;-1.658306095744234;-0.877282762667139;-0.1695353709537406;-0.46832600007074116;0.12255763844272073;0.11766030665753421;0.0
0.0;1.0;-0.5279672778872603;0.0;0.19053928457744454;-1.658306095744234;-0.877282762667139;-0.3222318267425471;-0.47171780342486247;0.11076613130916386;0.09396671127541274;0.0
0.0;0.0;0.0688878501993912;0.0;0.3550134549010048;-1.658306095744234;-0.877282762667139;-1.266452260205208;-0.47285574420214344;2.0981516646259903;2.132585290241136;0.0
0.0;1.0;-0.5896687582984151;0.0;0.519487625224565;-1.658306095744234;-0.877282762667139;-0.2610936887162985;-0.4717764789709678;0.15408414643673363;0.14416468236640076;0.0
0.0;1.0;-1.0256532431198553;0.0;0.6839617955481253;-1.658306095744234;-0.877282762667139;-0.7932290286459681;-0.47465249279755767;0.7650208317331729;0.7497718386629241;0.0
0.0;1.0;-0.6824353531094789;0.0;0.8484359658716855;-1.658306095744234;-0.877282762667139;-0.46243581161670866;-0.4728944976027661;0.24653583989469813;0.22658342840294624;0.0
0.0;0.0;0.6381494724984097;0.0;1.0129101361952457;-1.658306095744234;-0.877282762667139;0.24653522882150805;-0.4760007197059483;-0.5610995834175879;-0.573738115648197;0.0
0.0;0.0;0.9470841848183843;0.0;1.177384306518806;-1.658306095744234;-0.877282762667139;0.2851163940961317;-0.4556535400624958;-0.6974981875651366;-0.7140581123152256;0.0
